timestamp,metric,value
2025-06-12 23:27:15,total_size,40414414
2025-06-12 23:27:15,wal_size,16789504
2025-06-12 23:27:15,base_size,22892721
2025-06-12 23:27:15,global_size,582208
2025-06-13 00:27:16,total_size,88569682
2025-06-13 00:27:16,wal_size,33566720
2025-06-13 00:27:16,base_size,54278965
2025-06-13 00:27:16,global_size,582208
2025-06-13 01:27:17,total_size,120059730
2025-06-13 01:27:17,wal_size,33566720
2025-06-13 01:27:17,base_size,85760821
2025-06-13 01:27:17,global_size,582208
2025-06-13 02:27:18,total_size,169129810
2025-06-13 02:27:18,wal_size,50343936
2025-06-13 02:27:18,base_size,118053685
2025-06-13 02:27:18,global_size,582208
2025-06-13 03:27:19,total_size,200726354
2025-06-13 03:27:19,wal_size,50343936
2025-06-13 03:27:19,base_size,149650229
2025-06-13 03:27:19,global_size,582208
