timestamp,metric,value
2025-06-18 10:14:54,customer_diff_total,96.0 KiB
2025-06-18 10:14:54,customer_diff,16.0 KiB
2025-06-18 10:14:54,customer_diff_indexes,80.0 KiB
2025-06-18 10:14:54,customer_diff_pkey,16.0 KiB
2025-06-18 10:14:54,idx_customer_diff_userid_at,16.0 KiB
2025-06-18 10:14:54,idx_diff_at_brin,24.0 KiB
2025-06-18 10:44:54,customer_diff_total,142.2 MiB
2025-06-18 10:44:54,customer_diff,137.2 MiB
2025-06-18 10:44:54,customer_diff_indexes,5.0 MiB
2025-06-18 10:44:54,customer_diff_pkey,2.7 MiB
2025-06-18 10:44:54,idx_customer_diff_userid_at,2.3 MiB
2025-06-18 10:44:54,idx_diff_at_brin,24.0 KiB
2025-06-18 11:14:54,customer_diff_total,281.3 MiB
2025-06-18 11:14:54,customer_diff,271.4 MiB
2025-06-18 11:14:54,customer_diff_indexes,9.9 MiB
2025-06-18 11:14:54,customer_diff_pkey,5.4 MiB
2025-06-18 11:14:54,idx_customer_diff_userid_at,4.5 MiB
2025-06-18 11:14:54,idx_diff_at_brin,24.0 KiB
2025-06-18 11:44:54,customer_diff_total,425.8 MiB
2025-06-18 11:44:54,customer_diff,410.9 MiB
2025-06-18 11:44:54,customer_diff_indexes,14.9 MiB
2025-06-18 11:44:54,customer_diff_pkey,8.1 MiB
2025-06-18 11:44:54,idx_customer_diff_userid_at,6.7 MiB
2025-06-18 11:44:54,idx_diff_at_brin,24.0 KiB
2025-06-18 12:14:54,customer_diff_total,561.7 MiB
2025-06-18 12:14:54,customer_diff,541.9 MiB
2025-06-18 12:14:54,customer_diff_indexes,19.8 MiB
2025-06-18 12:14:54,customer_diff_pkey,10.8 MiB
2025-06-18 12:14:54,idx_customer_diff_userid_at,8.9 MiB
2025-06-18 12:14:54,idx_diff_at_brin,24.0 KiB
