timestamp,metric,value
2025-06-15 22:02:18,total_size,40414414
2025-06-15 22:02:18,wal_size,16789504
2025-06-15 22:02:18,base_size,22892721
2025-06-15 22:32:19,total_size,248133458
2025-06-15 22:32:19,wal_size,83898368
2025-06-15 22:32:19,base_size,163527477
2025-06-15 23:02:20,total_size,342366034
2025-06-15 23:02:20,wal_size,83898368
2025-06-15 23:02:20,base_size,257768245
2025-06-15 23:32:21,total_size,385881938
2025-06-15 23:32:21,wal_size,83898368
2025-06-15 23:32:21,base_size,301251381
2025-06-16 00:02:22,total_size,438548306
2025-06-16 00:02:22,wal_size,83898368
2025-06-16 00:02:22,base_size,353958709
2025-06-16 00:32:22,total_size,498407250
2025-06-16 00:32:22,wal_size,100675584
2025-06-16 00:32:22,base_size,396999477
2025-06-16 01:02:23,total_size,507385682
2025-06-16 01:02:23,wal_size,100675584
2025-06-16 01:02:23,base_size,406018869
2025-06-16 01:32:24,total_size,546690898
2025-06-16 01:32:24,wal_size,100675584
2025-06-16 01:32:24,base_size,445283125
2025-06-16 02:02:25,total_size,591427410
2025-06-16 02:02:25,wal_size,100675584
2025-06-16 02:02:25,base_size,490019637
2025-06-16 02:32:25,total_size,591427410
2025-06-16 02:32:25,wal_size,100675584
2025-06-16 02:32:25,base_size,490019637
2025-06-16 03:02:26,total_size,656086866
2025-06-16 03:02:26,wal_size,117452800
2025-06-16 03:02:26,base_size,537901877
2025-06-16 03:32:27,total_size,656086866
2025-06-16 03:32:27,wal_size,117452800
2025-06-16 03:32:27,base_size,537901877
2025-06-16 04:02:28,total_size,700454738
2025-06-16 04:02:28,wal_size,117452800
2025-06-16 04:02:28,base_size,582269749
