timestamp,metric,value
2025-06-16 17:29:04,customer_diff_total,72.0 KiB
2025-06-16 17:29:04,customer_diff,8.0 KiB
2025-06-16 17:29:04,customer_diff_indexes,64.0 KiB
2025-06-16 17:29:04,customer_diff_pkey,8.0 KiB
2025-06-16 17:29:04,idx_customer_diff_userid_at,8.0 KiB
2025-06-16 17:29:04,idx_diff_at_brin,24.0 KiB
2025-06-16 17:59:04,customer_diff_total,1.8 MiB
2025-06-16 17:59:04,customer_diff,1.6 MiB
2025-06-16 17:59:04,customer_diff_indexes,232.0 KiB
2025-06-16 17:59:04,customer_diff_pkey,48.0 KiB
2025-06-16 17:59:04,idx_customer_diff_userid_at,136.0 KiB
2025-06-16 17:59:04,idx_diff_at_brin,24.0 KiB
2025-06-16 18:29:04,customer_diff_total,3.2 MiB
2025-06-16 18:29:04,customer_diff,2.8 MiB
2025-06-16 18:29:04,customer_diff_indexes,352.0 KiB
2025-06-16 18:29:04,customer_diff_pkey,72.0 KiB
2025-06-16 18:29:04,idx_customer_diff_userid_at,232.0 KiB
2025-06-16 18:29:04,idx_diff_at_brin,24.0 KiB
2025-06-16 18:59:04,customer_diff_total,4.7 MiB
2025-06-16 18:59:04,customer_diff,4.2 MiB
2025-06-16 18:59:04,customer_diff_indexes,488.0 KiB
2025-06-16 18:59:04,customer_diff_pkey,104.0 KiB
2025-06-16 18:59:04,idx_customer_diff_userid_at,336.0 KiB
2025-06-16 18:59:04,idx_diff_at_brin,24.0 KiB
2025-06-16 19:29:04,customer_diff_total,6.3 MiB
2025-06-16 19:29:04,customer_diff,5.7 MiB
2025-06-16 19:29:04,customer_diff_indexes,640.0 KiB
2025-06-16 19:29:04,customer_diff_pkey,128.0 KiB
2025-06-16 19:29:04,idx_customer_diff_userid_at,464.0 KiB
2025-06-16 19:29:04,idx_diff_at_brin,24.0 KiB
