timestamp,metric,value
2025-06-18 08:04:48,total_size,40414414
2025-06-18 08:04:48,wal_size,16789504
2025-06-18 08:04:48,base_size,22892721
2025-06-18 08:34:49,total_size,247502674
2025-06-18 08:34:49,wal_size,83898368
2025-06-18 08:34:49,base_size,162896693
2025-06-18 09:04:50,total_size,401979218
2025-06-18 09:04:50,wal_size,100675584
2025-06-18 09:04:50,base_size,300628789
2025-06-18 09:34:50,total_size,547092306
2025-06-18 09:34:50,wal_size,100675584
2025-06-18 09:34:50,base_size,445700917
2025-06-18 10:04:51,total_size,683251538
2025-06-18 10:04:51,wal_size,100675584
2025-06-18 10:04:51,base_size,581843765
