timestamp,metric,value
2025-06-18 08:04:50,customer_state_total,72.0 KiB
2025-06-18 08:04:50,customer_state,8.0 KiB
2025-06-18 08:04:50,customer_state_indexes,64.0 KiB
2025-06-18 08:04:50,customer_state_pkey,8.0 KiB
2025-06-18 08:04:50,idx_state_id_at_desc,8.0 KiB
2025-06-18 08:04:50,idx_state_at_brin,24.0 KiB
2025-06-18 08:34:50,customer_state_total,133.4 MiB
2025-06-18 08:34:50,customer_state,128.5 MiB
2025-06-18 08:34:50,customer_state_indexes,4.9 MiB
2025-06-18 08:34:50,customer_state_pkey,2.7 MiB
2025-06-18 08:34:50,idx_state_id_at_desc,2.2 MiB
2025-06-18 08:34:50,idx_state_at_brin,24.0 KiB
2025-06-18 09:04:51,customer_state_total,264.7 MiB
2025-06-18 09:04:51,customer_state,254.6 MiB
2025-06-18 09:04:51,customer_state_indexes,10.1 MiB
2025-06-18 09:04:51,customer_state_pkey,5.7 MiB
2025-06-18 09:04:51,idx_state_id_at_desc,4.4 MiB
2025-06-18 09:04:51,idx_state_at_brin,24.0 KiB
2025-06-18 09:34:51,customer_state_total,403.1 MiB
2025-06-18 09:34:51,customer_state,387.9 MiB
2025-06-18 09:34:51,customer_state_indexes,15.1 MiB
2025-06-18 09:34:51,customer_state_pkey,8.6 MiB
2025-06-18 09:34:51,idx_state_id_at_desc,6.5 MiB
2025-06-18 09:34:51,idx_state_at_brin,24.0 KiB
2025-06-18 10:04:51,customer_state_total,532.9 MiB
2025-06-18 10:04:51,customer_state,512.9 MiB
2025-06-18 10:04:51,customer_state_indexes,20.0 MiB
2025-06-18 10:04:51,customer_state_pkey,11.1 MiB
2025-06-18 10:04:51,idx_state_id_at_desc,8.8 MiB
2025-06-18 10:04:51,idx_state_at_brin,24.0 KiB
