timestamp,metric,value
2025-06-16 13:26:41,total_size,40471758
2025-06-16 13:26:41,wal_size,16789504
2025-06-16 13:26:41,base_size,22950065
2025-06-16 13:56:41,total_size,42473298
2025-06-16 13:56:41,wal_size,16789504
2025-06-16 13:56:41,base_size,24951605
2025-06-16 14:26:42,total_size,44013394
2025-06-16 14:26:42,wal_size,16789504
2025-06-16 14:26:42,base_size,26491701
2025-06-16 14:56:43,total_size,62330706
2025-06-16 14:56:43,wal_size,33566720
2025-06-16 14:56:43,base_size,28031797
2025-06-16 15:26:44,total_size,64018258
2025-06-16 15:26:44,wal_size,33566720
2025-06-16 15:26:44,base_size,29719349
