timestamp,metric,value
2025-06-16 13:26:43,customer_state_total,128.0 KiB
2025-06-16 13:26:43,customer_state,48.0 KiB
2025-06-16 13:26:43,customer_state_indexes,80.0 KiB
2025-06-16 13:26:43,customer_state_pkey,16.0 KiB
2025-06-16 13:26:43,idx_state_id_at_desc,16.0 KiB
2025-06-16 13:26:43,idx_state_at_brin,24.0 KiB
2025-06-16 13:56:43,customer_state_total,1.8 MiB
2025-06-16 13:56:43,customer_state,1.5 MiB
2025-06-16 13:56:43,customer_state_indexes,336.0 KiB
2025-06-16 13:56:43,customer_state_pkey,152.0 KiB
2025-06-16 13:56:43,idx_state_id_at_desc,136.0 KiB
2025-06-16 13:56:43,idx_state_at_brin,24.0 KiB
2025-06-16 14:26:43,customer_state_total,3.3 MiB
2025-06-16 14:26:43,customer_state,2.7 MiB
2025-06-16 14:26:43,customer_state_indexes,544.0 KiB
2025-06-16 14:26:43,customer_state_pkey,264.0 KiB
2025-06-16 14:26:43,idx_state_id_at_desc,232.0 KiB
2025-06-16 14:26:43,idx_state_at_brin,24.0 KiB
2025-06-16 14:56:43,customer_state_total,4.7 MiB
2025-06-16 14:56:43,customer_state,4.0 MiB
2025-06-16 14:56:43,customer_state_indexes,728.0 KiB
2025-06-16 14:56:43,customer_state_pkey,336.0 KiB
2025-06-16 14:56:43,idx_state_id_at_desc,344.0 KiB
2025-06-16 14:56:43,idx_state_at_brin,24.0 KiB
2025-06-16 15:26:43,customer_state_total,6.4 MiB
2025-06-16 15:26:43,customer_state,5.4 MiB
2025-06-16 15:26:43,customer_state_indexes,992.0 KiB
2025-06-16 15:26:43,customer_state_pkey,480.0 KiB
2025-06-16 15:26:43,idx_state_id_at_desc,464.0 KiB
2025-06-16 15:26:43,idx_state_at_brin,24.0 KiB
