timestamp,metric,value
2025-06-17 10:03:25,customer_state_total,72.0 KiB
2025-06-17 10:03:25,customer_state,8.0 KiB
2025-06-17 10:03:25,customer_state_indexes,64.0 KiB
2025-06-17 10:03:25,customer_state_pkey,8.0 KiB
2025-06-17 10:03:25,idx_state_id_at_desc,8.0 KiB
2025-06-17 10:03:25,idx_state_at_brin,24.0 KiB
2025-06-17 10:33:25,customer_state_total,15.2 MiB
2025-06-17 10:33:25,customer_state,12.9 MiB
2025-06-17 10:33:25,customer_state_indexes,2.3 MiB
2025-06-17 10:33:25,customer_state_pkey,1.1 MiB
2025-06-17 10:33:25,idx_state_id_at_desc,1.1 MiB
2025-06-17 10:33:25,idx_state_at_brin,24.0 KiB
2025-06-17 11:03:25,customer_state_total,29.8 MiB
2025-06-17 11:03:25,customer_state,25.3 MiB
2025-06-17 11:03:25,customer_state_indexes,4.4 MiB
2025-06-17 11:03:25,customer_state_pkey,2.2 MiB
2025-06-17 11:03:25,idx_state_id_at_desc,2.2 MiB
2025-06-17 11:03:25,idx_state_at_brin,24.0 KiB
2025-06-17 11:33:25,customer_state_total,45.1 MiB
2025-06-17 11:33:25,customer_state,38.5 MiB
2025-06-17 11:33:25,customer_state_indexes,6.6 MiB
2025-06-17 11:33:25,customer_state_pkey,3.3 MiB
2025-06-17 11:33:25,idx_state_id_at_desc,3.3 MiB
2025-06-17 11:33:25,idx_state_at_brin,24.0 KiB
2025-06-17 12:03:25,customer_state_total,59.6 MiB
2025-06-17 12:03:25,customer_state,50.7 MiB
2025-06-17 12:03:25,customer_state_indexes,8.9 MiB
2025-06-17 12:03:25,customer_state_pkey,4.5 MiB
2025-06-17 12:03:25,idx_state_id_at_desc,4.4 MiB
2025-06-17 12:03:25,idx_state_at_brin,24.0 KiB
