timestamp,metric,value
2025-06-17 10:03:22,total_size,40414414
2025-06-17 10:03:22,wal_size,16789504
2025-06-17 10:03:22,base_size,22892721
2025-06-17 10:33:23,total_size,73234258
2025-06-17 10:33:23,wal_size,33566720
2025-06-17 10:33:23,base_size,38935349
2025-06-17 11:03:24,total_size,88545106
2025-06-17 11:03:24,wal_size,33566720
2025-06-17 11:03:24,base_size,54254389
2025-06-17 11:33:24,total_size,104675154
2025-06-17 11:33:24,wal_size,33566720
2025-06-17 11:33:24,base_size,70376245
2025-06-17 12:03:25,total_size,119887698
2025-06-17 12:03:25,wal_size,33566720
2025-06-17 12:03:25,base_size,85588789
