timestamp,metric,value
2025-06-16 15:28:00,customer_state_total,72.0 KiB
2025-06-16 15:28:00,customer_state,8.0 KiB
2025-06-16 15:28:00,customer_state_indexes,64.0 KiB
2025-06-16 15:28:00,customer_state_pkey,8.0 KiB
2025-06-16 15:28:00,idx_state_id_at_desc,8.0 KiB
2025-06-16 15:28:00,idx_state_at_brin,24.0 KiB
2025-06-16 15:58:00,customer_state_total,14.5 MiB
2025-06-16 15:58:00,customer_state,13.9 MiB
2025-06-16 15:58:00,customer_state_indexes,568.0 KiB
2025-06-16 15:58:00,customer_state_pkey,280.0 KiB
2025-06-16 15:58:00,idx_state_id_at_desc,240.0 KiB
2025-06-16 15:58:00,idx_state_at_brin,24.0 KiB
2025-06-16 16:28:00,customer_state_total,27.4 MiB
2025-06-16 16:28:00,customer_state,26.3 MiB
2025-06-16 16:28:00,customer_state_indexes,1.1 MiB
2025-06-16 16:28:00,customer_state_pkey,592.0 KiB
2025-06-16 16:28:00,idx_state_id_at_desc,448.0 KiB
2025-06-16 16:28:00,idx_state_at_brin,24.0 KiB
2025-06-16 16:58:00,customer_state_total,40.6 MiB
2025-06-16 16:58:00,customer_state,39.0 MiB
2025-06-16 16:58:00,customer_state_indexes,1.5 MiB
2025-06-16 16:58:00,customer_state_pkey,832.0 KiB
2025-06-16 16:58:00,idx_state_id_at_desc,672.0 KiB
2025-06-16 16:58:00,idx_state_at_brin,24.0 KiB
2025-06-16 17:28:00,customer_state_total,54.7 MiB
2025-06-16 17:28:00,customer_state,52.7 MiB
2025-06-16 17:28:00,customer_state_indexes,2.0 MiB
2025-06-16 17:28:00,customer_state_pkey,1.0 MiB
2025-06-16 17:28:00,idx_state_id_at_desc,904.0 KiB
2025-06-16 17:28:00,idx_state_at_brin,24.0 KiB
