timestamp,metric,value
2025-06-16 19:33:26,customer_diff_total,72.0 KiB
2025-06-16 19:33:26,customer_diff,8.0 KiB
2025-06-16 19:33:26,customer_diff_indexes,64.0 KiB
2025-06-16 19:33:26,customer_diff_pkey,8.0 KiB
2025-06-16 19:33:26,idx_customer_diff_userid_at,8.0 KiB
2025-06-16 19:33:26,idx_diff_at_brin,24.0 KiB
2025-06-16 20:03:26,customer_diff_total,15.7 MiB
2025-06-16 20:03:26,customer_diff,15.1 MiB
2025-06-16 20:03:26,customer_diff_indexes,600.0 KiB
2025-06-16 20:03:26,customer_diff_pkey,296.0 KiB
2025-06-16 20:03:26,idx_customer_diff_userid_at,256.0 KiB
2025-06-16 20:03:26,idx_diff_at_brin,24.0 KiB
2025-06-16 20:33:26,customer_diff_total,29.0 MiB
2025-06-16 20:33:26,customer_diff,27.9 MiB
2025-06-16 20:33:26,customer_diff_indexes,1.1 MiB
2025-06-16 20:33:26,customer_diff_pkey,568.0 KiB
2025-06-16 20:33:26,idx_customer_diff_userid_at,464.0 KiB
2025-06-16 20:33:26,idx_diff_at_brin,24.0 KiB
2025-06-16 21:03:26,customer_diff_total,43.4 MiB
2025-06-16 21:03:26,customer_diff,41.9 MiB
2025-06-16 21:03:26,customer_diff_indexes,1.5 MiB
2025-06-16 21:03:26,customer_diff_pkey,848.0 KiB
2025-06-16 21:03:26,idx_customer_diff_userid_at,688.0 KiB
2025-06-16 21:03:26,idx_diff_at_brin,24.0 KiB
2025-06-16 21:33:26,customer_diff_total,58.3 MiB
2025-06-16 21:33:26,customer_diff,56.2 MiB
2025-06-16 21:33:26,customer_diff_indexes,2.0 MiB
2025-06-16 21:33:26,customer_diff_pkey,1.1 MiB
2025-06-16 21:33:26,idx_customer_diff_userid_at,920.0 KiB
2025-06-16 21:33:26,idx_diff_at_brin,24.0 KiB
