timestamp,metric,value
2025-06-14 09:24:41,customer_state_total,72.0 KiB
2025-06-14 09:24:41,customer_state,8.0 KiB
2025-06-14 09:24:41,customer_state_indexes,64.0 KiB
2025-06-14 09:24:41,customer_state_pkey,8.0 KiB
2025-06-14 09:24:41,idx_state_id_at_desc,8.0 KiB
2025-06-14 09:24:41,idx_state_at_brin,24.0 KiB
2025-06-14 09:54:41,customer_state_total,15.2 MiB
2025-06-14 09:54:41,customer_state,13.0 MiB
2025-06-14 09:54:41,customer_state_indexes,2.3 MiB
2025-06-14 09:54:41,customer_state_pkey,1.1 MiB
2025-06-14 09:54:41,idx_state_id_at_desc,1.1 MiB
2025-06-14 09:54:41,idx_state_at_brin,24.0 KiB
2025-06-14 10:24:41,customer_state_total,29.9 MiB
2025-06-14 10:24:41,customer_state,25.5 MiB
2025-06-14 10:24:41,customer_state_indexes,4.5 MiB
2025-06-14 10:24:41,customer_state_pkey,2.2 MiB
2025-06-14 10:24:41,idx_state_id_at_desc,2.2 MiB
2025-06-14 10:24:41,idx_state_at_brin,24.0 KiB
2025-06-14 10:54:41,customer_state_total,45.3 MiB
2025-06-14 10:54:41,customer_state,38.6 MiB
2025-06-14 10:54:41,customer_state_indexes,6.7 MiB
2025-06-14 10:54:41,customer_state_pkey,3.3 MiB
2025-06-14 10:54:41,idx_state_id_at_desc,3.3 MiB
2025-06-14 10:54:41,idx_state_at_brin,24.0 KiB
2025-06-14 11:24:41,customer_state_total,60.1 MiB
2025-06-14 11:24:41,customer_state,51.1 MiB
2025-06-14 11:24:41,customer_state_indexes,8.9 MiB
2025-06-14 11:24:41,customer_state_pkey,4.5 MiB
2025-06-14 11:24:41,idx_state_id_at_desc,4.4 MiB
2025-06-14 11:24:41,idx_state_at_brin,24.0 KiB
2025-06-14 11:54:41,customer_state_total,72.4 MiB
2025-06-14 11:54:41,customer_state,61.9 MiB
2025-06-14 11:54:41,customer_state_indexes,10.4 MiB
2025-06-14 11:54:41,customer_state_pkey,5.2 MiB
2025-06-14 11:54:41,idx_state_id_at_desc,5.2 MiB
2025-06-14 11:54:41,idx_state_at_brin,24.0 KiB
2025-06-14 12:24:41,customer_state_total,87.7 MiB
2025-06-14 12:24:41,customer_state,74.9 MiB
2025-06-14 12:24:41,customer_state_indexes,12.8 MiB
2025-06-14 12:24:41,customer_state_pkey,6.5 MiB
2025-06-14 12:24:41,idx_state_id_at_desc,6.3 MiB
2025-06-14 12:24:41,idx_state_at_brin,24.0 KiB
2025-06-14 12:54:41,customer_state_total,103.1 MiB
2025-06-14 12:54:41,customer_state,87.9 MiB
2025-06-14 12:54:41,customer_state_indexes,15.2 MiB
2025-06-14 12:54:41,customer_state_pkey,7.6 MiB
2025-06-14 12:54:41,idx_state_id_at_desc,7.5 MiB
2025-06-14 12:54:41,idx_state_at_brin,24.0 KiB
2025-06-14 13:24:41,customer_state_total,118.1 MiB
2025-06-14 13:24:41,customer_state,100.9 MiB
2025-06-14 13:24:41,customer_state_indexes,17.2 MiB
2025-06-14 13:24:41,customer_state_pkey,8.7 MiB
2025-06-14 13:24:41,idx_state_id_at_desc,8.4 MiB
2025-06-14 13:24:41,idx_state_at_brin,24.0 KiB
2025-06-14 13:54:41,customer_state_total,5.0 MiB
2025-06-14 13:54:41,customer_state,4.1 MiB
2025-06-14 13:54:41,customer_state_indexes,864.0 KiB
2025-06-14 13:54:41,customer_state_pkey,408.0 KiB
2025-06-14 13:54:41,idx_state_id_at_desc,408.0 KiB
2025-06-14 13:54:41,idx_state_at_brin,24.0 KiB
2025-06-14 14:24:41,customer_state_total,20.5 MiB
2025-06-14 14:24:41,customer_state,17.5 MiB
2025-06-14 14:24:41,customer_state_indexes,3.1 MiB
2025-06-14 14:24:41,customer_state_pkey,1.5 MiB
2025-06-14 14:24:41,idx_state_id_at_desc,1.5 MiB
2025-06-14 14:24:41,idx_state_at_brin,24.0 KiB
2025-06-14 14:54:41,customer_state_total,36.1 MiB
2025-06-14 14:54:41,customer_state,31.0 MiB
2025-06-14 14:54:41,customer_state_indexes,5.1 MiB
2025-06-14 14:54:41,customer_state_pkey,2.6 MiB
2025-06-14 14:54:41,idx_state_id_at_desc,2.5 MiB
2025-06-14 14:54:41,idx_state_at_brin,24.0 KiB
